📺央视频道,#genre#
CHC动作电影,http://38.75.136.137:98/gslb/dsdqpub/chcdz.m3u8?auth=testpub
经典电影,https://yylunbo.ottiptv.cc/yy/1414812324

🏀体育频道,#genre#
快乐垂钓,http://drive.mxmy.net:8888/udp/239.3.1.164:8001

🪁动画频道,#genre#
七龙珠,https://live.metshop.top/huya/11601966
中华小当家,https://live.metshop.top/huya/11342413
漫画解说,https://yylunbo.ottiptv.cc/yy/1382735568

🎮游戏频道,#genre#

🎵音乐频道,#genre#
音乐现场,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8

🏛经典剧场,#genre#

🕘️更新时间,#genre#
2026-03-20 19:33:05,http://74.91.26.218:82/live/cctv4hd.m3u8
